system,learner_id,day,predictions,mae,rmse
Pure-LLM,L171,10,8,0.51111225375,0.5249074083566442
Pure-LLM,L172,10,8,0.50423454875,0.5060057406556756
Pure-LLM,L185,10,8,0.46692860999999997,0.484034277852037
Pure-LLM,L187,10,8,0.5054054637500001,0.518554030451002
Pure-LLM,L193,10,8,0.5695188800000001,0.5743330182213152
Pure-LLM,L206,10,8,0.54441237375,0.5539086286890091
Pure-LLM,L208,10,8,0.49135931499999996,0.49889157467640616
Pure-LLM,L211,10,8,0.52370879375,0.5364399978338915
Pure-LLM,L212,10,8,0.52721887,0.5348216644146483
Pure-LLM,L235,10,8,0.4729515912500001,0.48605812449522257
Pure-LLM,L236,10,8,0.48023798625,0.48584250428741227
Pure-LLM,L239,10,8,0.53055107875,0.5405980912072036
Pure-LLM,L002,20,8,0.43538393875000003,0.4404384175535819
Pure-LLM,L005,20,8,0.42983636999999997,0.43914307634738764
Pure-LLM,L013,20,8,0.36996869625000006,0.3835625127803157
Pure-LLM,L019,20,8,0.35046377749999996,0.3585791067443661
Pure-LLM,L022,20,8,0.45627304125,0.4706161316619815
Pure-LLM,L025,20,8,0.21230662624999996,0.21981301652025606
Pure-LLM,L031,20,8,0.4635271025,0.4763813945856569
Pure-LLM,L035,20,8,0.57384994375,0.5788445012372109
Pure-LLM,L037,20,8,0.33759772624999995,0.35697865736547296
Pure-LLM,L039,20,8,0.41862885125000004,0.42701965420916166
Pure-LLM,L054,20,8,0.4926506500000001,0.5043181529670437
Pure-LLM,L057,20,8,0.41706133375,0.4280648475341127
Pure-LLM,L066,20,8,0.48593253875,0.48791274782140404
Pure-LLM,L069,20,8,0.32678635749999996,0.3357564840005518
Pure-LLM,L070,20,8,0.34293529750000007,0.3573892276720206
Pure-LLM,L076,20,8,0.41400515625,0.41918679540604425
Pure-LLM,L079,20,8,0.46049609750000003,0.47245273692575446
Pure-LLM,L082,20,8,0.3949110325,0.40325117016739825
Pure-LLM,L086,20,8,0.46577765250000003,0.4701781617810554
Pure-LLM,L089,20,8,0.48561015,0.4884223825391145
Pure-LLM,L091,20,8,0.47129897625000006,0.4758274667892907
Pure-LLM,L094,20,8,0.42736124499999995,0.43557935234333367
Pure-LLM,L095,20,8,0.500788125,0.5052098364545923
Pure-LLM,L096,20,8,0.26887101625,0.27206175348579376
Pure-LLM,L099,20,8,0.416469885,0.42868500415774385
Pure-LLM,L102,20,8,0.4560438500000001,0.4664046845534503
Pure-LLM,L111,20,8,0.38210106374999997,0.40086462033536757
Pure-LLM,L122,20,8,0.41186935249999995,0.42247137686614356
Pure-LLM,L126,20,8,0.385088895,0.39564202958436606
Pure-LLM,L128,20,8,0.4242643037499999,0.4514464393458764
Pure-LLM,L134,20,8,0.381755315,0.41062808241405013
Pure-LLM,L143,20,8,0.36923376124999996,0.3795023256274065
Pure-LLM,L152,20,8,0.52310322875,0.5297354452385437
Pure-LLM,L154,20,8,0.33904564000000004,0.34869356208212876
Pure-LLM,L164,20,8,0.42808640124999997,0.43155888115771246
Pure-LLM,L165,20,8,0.508784235,0.5178830294791609
Pure-LLM,L171,20,8,0.3988120075,0.4073513705544362
Pure-LLM,L172,20,8,0.3534663375,0.3593387420741837
Pure-LLM,L185,20,8,0.36864708625,0.370934682888855
Pure-LLM,L187,20,8,0.41067476375,0.42336565726875347
Pure-LLM,L193,20,8,0.5108165487499999,0.5172001408745504
Pure-LLM,L206,20,8,0.4296993875,0.4420331845647487
Pure-LLM,L208,20,8,0.3710894025,0.38110537456322086
Pure-LLM,L211,20,8,0.4591476825,0.465002270307256
Pure-LLM,L212,20,8,0.38486637875,0.3929497014877902
Pure-LLM,L235,20,8,0.5024450825,0.5178286199483894
Pure-LLM,L236,20,8,0.28828207375000003,0.2938341957019312
Pure-LLM,L239,20,8,0.38742529375,0.40577271312986535
Pure-LLM,L002,all,16,0.482961438125,0.4907685641614069
Pure-LLM,L005,all,16,0.47702443875,0.486709642122084
Pure-LLM,L013,all,16,0.45872693687499994,0.4768625078136899
Pure-LLM,L019,all,16,0.40686773062500003,0.4190784460776086
Pure-LLM,L022,all,16,0.49694657062500014,0.5079716459033617
Pure-LLM,L025,all,16,0.299270705625,0.32008397008150463
Pure-LLM,L031,all,16,0.48603534437499996,0.49594727525709453
Pure-LLM,L035,all,16,0.6118951568750001,0.6173743760140571
Pure-LLM,L037,all,16,0.3905155575,0.4051334328540137
Pure-LLM,L039,all,16,0.44533387375000005,0.45989080898380447
Pure-LLM,L054,all,16,0.523859574375,0.5339751029977566
Pure-LLM,L057,all,16,0.47185290750000003,0.48211375167975346
Pure-LLM,L066,all,16,0.5135092000000001,0.5182358160499817
Pure-LLM,L069,all,16,0.38884499875,0.4067022052609427
Pure-LLM,L070,all,16,0.40385884875,0.41880501485820804
Pure-LLM,L076,all,16,0.4447959800000001,0.4533628302754228
Pure-LLM,L079,all,16,0.48613935625000004,0.4962682662212993
Pure-LLM,L082,all,16,0.5150930437500001,0.535061362726827
Pure-LLM,L086,all,16,0.4924543543749999,0.4968184400110116
Pure-LLM,L089,all,16,0.528221894375,0.5342069839517686
Pure-LLM,L091,all,16,0.5306789756250001,0.5391722235545364
Pure-LLM,L094,all,16,0.46162887875,0.4726940459109472
Pure-LLM,L095,all,16,0.52430828875,0.5296740636040382
Pure-LLM,L096,all,16,0.37254935562499986,0.39432744689230137
Pure-LLM,L099,all,16,0.48583790875,0.5002203227618022
Pure-LLM,L102,all,16,0.504745299375,0.5163274432469467
Pure-LLM,L111,all,16,0.4602414325,0.4803210980543499
Pure-LLM,L122,all,16,0.45796549249999996,0.4693687043371004
Pure-LLM,L126,all,16,0.4576104712500001,0.4712082511706585
Pure-LLM,L128,all,16,0.48280030375000005,0.5064098880148279
Pure-LLM,L134,all,16,0.45223577624999994,0.47915789085738614
Pure-LLM,L143,all,16,0.4154208887500001,0.42643433348931886
Pure-LLM,L152,all,16,0.5212739925,0.5285639987676185
Pure-LLM,L154,all,16,0.44358464499999994,0.46828803289455007
Pure-LLM,L164,all,16,0.454740058125,0.46290687180113654
Pure-LLM,L165,all,16,0.544604199375,0.5534483997614117
Pure-LLM,L171,all,16,0.454962130625,0.46982067134187827
Pure-LLM,L172,all,16,0.42885044312500004,0.43884287685455
Pure-LLM,L185,all,16,0.4177878481249999,0.43120860445125536
Pure-LLM,L187,all,16,0.45804011375,0.4733586178847821
Pure-LLM,L193,all,16,0.5401677143750001,0.5465136784838328
Pure-LLM,L206,all,16,0.487055880625,0.5011028363482848
Pure-LLM,L208,all,16,0.43122435875000004,0.4439223523343227
Pure-LLM,L211,all,16,0.49142823812500014,0.5019935172225474
Pure-LLM,L212,all,16,0.45604262437500004,0.4692779989657506
Pure-LLM,L235,all,16,0.48769833687499997,0.5021946734213072
Pure-LLM,L236,all,16,0.38426003000000003,0.40148566197067675
Pure-LLM,L239,all,16,0.45898818624999993,0.47796327836856045
LLM-SimpleKT,L002,10,8,0.0952012575,0.12593262067782895
LLM-SimpleKT,L005,10,8,0.04885073125000001,0.05948281740463134
LLM-SimpleKT,L013,10,8,0.12395378375,0.1604041695494301
LLM-SimpleKT,L019,10,8,0.11734446124999998,0.14626604105478017
LLM-SimpleKT,L022,10,8,0.09081869500000002,0.1149125520336074
LLM-SimpleKT,L025,10,8,0.06441856374999999,0.07905251700403779
LLM-SimpleKT,L031,10,8,0.062124633750000005,0.09129492958234216
LLM-SimpleKT,L035,10,8,0.116290965,0.1408356826084984
LLM-SimpleKT,L037,10,8,0.0677131925,0.08960368737103737
LLM-SimpleKT,L039,10,8,0.06586987500000001,0.07543323083496954
LLM-SimpleKT,L054,10,8,0.08485513749999998,0.10507768581609998
LLM-SimpleKT,L057,10,8,0.07121668,0.07794649278959638
LLM-SimpleKT,L066,10,8,0.0826057425,0.0903660360741923
LLM-SimpleKT,L069,10,8,0.07847150124999999,0.10102444425840615
LLM-SimpleKT,L070,10,8,0.05012789625,0.059519876561559555
LLM-SimpleKT,L076,10,8,0.07188473750000002,0.09409300241720384
LLM-SimpleKT,L079,10,8,0.061460444999999995,0.08067146899865171
LLM-SimpleKT,L082,10,8,0.06641419125,0.08136864695202438
LLM-SimpleKT,L086,10,8,0.05311923375000001,0.059368576214918936
LLM-SimpleKT,L089,10,8,0.10078796250000001,0.12197214589319419
LLM-SimpleKT,L091,10,8,0.09266007000000001,0.09730070998940553
LLM-SimpleKT,L094,10,8,0.07617156750000001,0.10436246470410783
LLM-SimpleKT,L095,10,8,0.07458666624999999,0.10571867859087336
LLM-SimpleKT,L096,10,8,0.056102925000000005,0.06865228714221946
LLM-SimpleKT,L099,10,8,0.11122167875,0.13609583848004295
LLM-SimpleKT,L102,10,8,0.06788418625000002,0.08157309623316265
LLM-SimpleKT,L111,10,8,0.12135919875,0.14604738227324374
LLM-SimpleKT,L122,10,8,0.09426736125000001,0.11099902468295032
LLM-SimpleKT,L126,10,8,0.07728371249999999,0.09288104267816011
LLM-SimpleKT,L128,10,8,0.10816570249999999,0.12528826574548382
LLM-SimpleKT,L134,10,8,0.07751806125000002,0.10296059006435274
LLM-SimpleKT,L143,10,8,0.07791252875000002,0.09721026343106275
LLM-SimpleKT,L152,10,8,0.120817185,0.1615346073471702
LLM-SimpleKT,L154,10,8,0.1271651025,0.168900842951067
LLM-SimpleKT,L164,10,8,0.083240955,0.08787492652891679
LLM-SimpleKT,L165,10,8,0.12515090624999997,0.1540905552447771
LLM-SimpleKT,L171,10,8,0.10047683000000002,0.13276166536981035
LLM-SimpleKT,L172,10,8,0.04384932125000001,0.05730536870614927
LLM-SimpleKT,L185,10,8,0.07171997125000001,0.08003353043215163
LLM-SimpleKT,L187,10,8,0.06193137000000001,0.09062615964570521
LLM-SimpleKT,L193,10,8,0.10623590625000001,0.1323461473755544
LLM-SimpleKT,L206,10,8,0.09836976374999999,0.13051795748707365
LLM-SimpleKT,L208,10,8,0.08428670124999998,0.10820204785379321
LLM-SimpleKT,L211,10,8,0.08305293750000001,0.10192861883439165
LLM-SimpleKT,L212,10,8,0.08283339625,0.12064228913073709
LLM-SimpleKT,L235,10,8,0.09568623375000002,0.11894284580681562
LLM-SimpleKT,L236,10,8,0.05706843250000001,0.0743989991115462
LLM-SimpleKT,L239,10,8,0.1206696875,0.15516841988121566
LLM-SimpleKT,L002,20,8,0.06247807749999999,0.07617380311495381
LLM-SimpleKT,L005,20,8,0.07901295250000001,0.10694041669890085
LLM-SimpleKT,L013,20,8,0.1137176575,0.12529189792422205
LLM-SimpleKT,L019,20,8,0.08054451999999998,0.09135260902762081
LLM-SimpleKT,L022,20,8,0.08345842874999998,0.11417596360320444
LLM-SimpleKT,L025,20,8,0.17532386625000002,0.1838751970640058
LLM-SimpleKT,L031,20,8,0.07290089624999999,0.08529338865860127
LLM-SimpleKT,L035,20,8,0.06471896124999998,0.07190552865521145
LLM-SimpleKT,L037,20,8,0.08614780875,0.10899747823010077
LLM-SimpleKT,L039,20,8,0.06149248374999999,0.07321262488531495
LLM-SimpleKT,L054,20,8,0.05610306124999998,0.06389665350591851
LLM-SimpleKT,L057,20,8,0.055952853749999996,0.06886702683904804
LLM-SimpleKT,L066,20,8,0.04863249124999999,0.06167048585920527
LLM-SimpleKT,L069,20,8,0.12605319875000004,0.13928667474271414
LLM-SimpleKT,L070,20,8,0.06286296124999999,0.07342968108683445
LLM-SimpleKT,L076,20,8,0.06598519125000002,0.08516711018883398
LLM-SimpleKT,L079,20,8,0.082499375,0.10531898615910261
LLM-SimpleKT,L082,20,8,0.06791568875,0.08389555333614954
LLM-SimpleKT,L086,20,8,0.06365235875,0.07574468361188601
LLM-SimpleKT,L089,20,8,0.07516984,0.08748624472164825
LLM-SimpleKT,L091,20,8,0.05436989000000001,0.06456807449110667
LLM-SimpleKT,L094,20,8,0.07755860125000001,0.09058017312920631
LLM-SimpleKT,L095,20,8,0.05683808125,0.08061195138754526
LLM-SimpleKT,L096,20,8,0.17564402249999997,0.17840051417924063
LLM-SimpleKT,L099,20,8,0.0869662025,0.1025207700794545
LLM-SimpleKT,L102,20,8,0.09348808,0.10724347300060445
LLM-SimpleKT,L111,20,8,0.05106986250000001,0.066470814133742
LLM-SimpleKT,L122,20,8,0.07681201125,0.09521123790198632
LLM-SimpleKT,L126,20,8,0.1366490075,0.15553576931328103
LLM-SimpleKT,L128,20,8,0.12375100374999998,0.1384479298752201
LLM-SimpleKT,L134,20,8,0.11142452125,0.1336523867703248
LLM-SimpleKT,L143,20,8,0.08605036125000001,0.11777547807998548
LLM-SimpleKT,L152,20,8,0.061666374999999995,0.07545276760146973
LLM-SimpleKT,L154,20,8,0.07742527499999999,0.09428652266925533
LLM-SimpleKT,L164,20,8,0.030805218750000002,0.03753390948150269
LLM-SimpleKT,L165,20,8,0.09954116125000001,0.11056538873270848
LLM-SimpleKT,L171,20,8,0.054243472499999994,0.062142359528715586
LLM-SimpleKT,L172,20,8,0.11611294875000003,0.135729080673656
LLM-SimpleKT,L185,20,8,0.09633431625,0.11345537190787777
LLM-SimpleKT,L187,20,8,0.06315009999999999,0.07962587206682022
LLM-SimpleKT,L193,20,8,0.07572168624999998,0.09469763797130928
LLM-SimpleKT,L206,20,8,0.0856055325,0.10075109677989082
LLM-SimpleKT,L208,20,8,0.0859669425,0.10704925394407788
LLM-SimpleKT,L211,20,8,0.045678892499999985,0.05846797605285092
LLM-SimpleKT,L212,20,8,0.06792984249999999,0.08189076748022758
LLM-SimpleKT,L235,20,8,0.08807941625,0.100515863226141
LLM-SimpleKT,L236,20,8,0.15287854250000002,0.16612351225314279
LLM-SimpleKT,L239,20,8,0.08608115875000001,0.1084069523731221
LLM-SimpleKT,L002,all,16,0.0788396675,0.1040708249986078
LLM-SimpleKT,L005,all,16,0.063931841875,0.08652877639874282
LLM-SimpleKT,L013,all,16,0.118835720625,0.14392282184263896
LLM-SimpleKT,L019,all,16,0.09894449062499996,0.12194066988087275
LLM-SimpleKT,L022,all,16,0.08713856187499999,0.11454484990517204
LLM-SimpleKT,L025,all,16,0.11987121499999998,0.14152630239641084
LLM-SimpleKT,L031,all,16,0.067512765,0.08834513658462481
LLM-SimpleKT,L035,all,16,0.090504963125,0.11181479004806817
LLM-SimpleKT,L037,all,16,0.07693050062500001,0.09977291980043455
LLM-SimpleKT,L039,all,16,0.063681179375,0.07433122075144347
LLM-SimpleKT,L054,all,16,0.07047909937499997,0.08696005515672824
LLM-SimpleKT,L057,all,16,0.063584766875,0.07354700239931185
LLM-SimpleKT,L066,all,16,0.065619116875,0.07736042044182755
LLM-SimpleKT,L069,all,16,0.10226235000000003,0.1216690513207908
LLM-SimpleKT,L070,all,16,0.056495428749999986,0.06683761579536443
LLM-SimpleKT,L076,all,16,0.068934964375,0.08974109917368105
LLM-SimpleKT,L079,all,16,0.07197990999999998,0.09380824792090958
LLM-SimpleKT,L082,all,16,0.06716494,0.08264175874333114
LLM-SimpleKT,L086,all,16,0.058385796250000004,0.06805102841710532
LLM-SimpleKT,L089,all,16,0.08797890124999999,0.10613917134895763
LLM-SimpleKT,L091,all,16,0.07351498,0.08257258748498651
LLM-SimpleKT,L094,all,16,0.076865084375,0.0977146145753877
LLM-SimpleKT,L095,all,16,0.06571237375,0.09400724894790918
LLM-SimpleKT,L096,all,16,0.11587347375,0.13516634194442637
LLM-SimpleKT,L099,all,16,0.09909394062500002,0.12048357885884348
LLM-SimpleKT,L102,all,16,0.080686133125,0.09527678765128522
LLM-SimpleKT,L111,all,16,0.08621453062500001,0.1134641066603652
LLM-SimpleKT,L122,all,16,0.08553968625,0.10340687429613868
LLM-SimpleKT,L126,all,16,0.10696636,0.12809813352437335
LLM-SimpleKT,L128,all,16,0.11595835312499998,0.13203215294057133
LLM-SimpleKT,L134,all,16,0.09447129125,0.11929761857598872
LLM-SimpleKT,L143,all,16,0.08198144500000003,0.10798356021475157
LLM-SimpleKT,L152,all,16,0.09124178,0.1260685319767107
LLM-SimpleKT,L154,all,16,0.10229518874999999,0.1367798287516127
LLM-SimpleKT,L164,all,16,0.057023086875000004,0.06756773295526558
LLM-SimpleKT,L165,all,16,0.11234603375,0.13410556364532128
LLM-SimpleKT,L171,all,16,0.07736015125000001,0.10365165854814298
LLM-SimpleKT,L172,all,16,0.07998113500000002,0.10417842536500425
LLM-SimpleKT,L185,all,16,0.08402714375,0.09817710376709277
LLM-SimpleKT,L187,all,16,0.062540735,0.08530351784812415
LLM-SimpleKT,L193,all,16,0.09097879625,0.11507203257633264
LLM-SimpleKT,L206,all,16,0.09198764812499999,0.11658842294359352
LLM-SimpleKT,L208,all,16,0.08512682187499998,0.10762719435565118
LLM-SimpleKT,L211,all,16,0.064365915,0.08309015453470842
LLM-SimpleKT,L212,all,16,0.07538161937499999,0.10310349103014181
LLM-SimpleKT,L235,all,16,0.09188282500000002,0.11011548330893389
LLM-SimpleKT,L236,all,16,0.10497348749999999,0.1287094254359795
LLM-SimpleKT,L239,all,16,0.103375423125,0.1338456309545844
gold-SimpleKT,L002,10,8,0.07068009624999999,0.08146812190182558
gold-SimpleKT,L005,10,8,0.041125601250000005,0.05382377036836617
gold-SimpleKT,L013,10,8,0.06993811500000002,0.08289935144665007
gold-SimpleKT,L019,10,8,0.059534100000000006,0.07276509680164488
gold-SimpleKT,L022,10,8,0.030824390000000007,0.03585890786471404
gold-SimpleKT,L025,10,8,0.08243811000000002,0.09149407273764829
gold-SimpleKT,L031,10,8,0.06316404249999999,0.076689242717957
gold-SimpleKT,L035,10,8,0.04264754999999999,0.0535042131377864
gold-SimpleKT,L037,10,8,0.05488828125000001,0.06553820142658433
gold-SimpleKT,L039,10,8,0.05737708375,0.06933437657014672
gold-SimpleKT,L054,10,8,0.025700030000000006,0.031106312857814733
gold-SimpleKT,L057,10,8,0.06225270125000001,0.07603089978932127
gold-SimpleKT,L066,10,8,0.05361892625000001,0.064648807595339
gold-SimpleKT,L069,10,8,0.06545869874999999,0.07220182580765089
gold-SimpleKT,L070,10,8,0.04956464124999999,0.05404535878133466
gold-SimpleKT,L076,10,8,0.06189776375,0.0766162635849877
gold-SimpleKT,L079,10,8,0.059205718750000004,0.06969875549084155
gold-SimpleKT,L082,10,8,0.05405549999999999,0.06816280144266647
gold-SimpleKT,L086,10,8,0.06926846125,0.08538704278816116
gold-SimpleKT,L089,10,8,0.026803237499999993,0.03617257826019904
gold-SimpleKT,L091,10,8,0.036997968750000006,0.04281435853049843
gold-SimpleKT,L094,10,8,0.0418485425,0.05560166292712093
gold-SimpleKT,L095,10,8,0.027116758750000004,0.03201435180895262
gold-SimpleKT,L096,10,8,0.07501256375000001,0.0813825749051421
gold-SimpleKT,L099,10,8,0.0528519275,0.06766642257583558
gold-SimpleKT,L102,10,8,0.05610659375000001,0.06591940222540621
gold-SimpleKT,L111,10,8,0.053553911249999996,0.06255322043775294
gold-SimpleKT,L122,10,8,0.048372235000000006,0.05565929012084506
gold-SimpleKT,L126,10,8,0.08784597875,0.0897943263112203
gold-SimpleKT,L128,10,8,0.06887950250000001,0.09294486489164745
gold-SimpleKT,L134,10,8,0.03998731000000001,0.05350879805368927
gold-SimpleKT,L143,10,8,0.0369809775,0.05047675115985849
gold-SimpleKT,L152,10,8,0.025261717500000003,0.033841914178979304
gold-SimpleKT,L154,10,8,0.07098007125000001,0.08225375082739243
gold-SimpleKT,L164,10,8,0.030302018749999996,0.03606222591657491
gold-SimpleKT,L165,10,8,0.06366163250000001,0.07165024009652654
gold-SimpleKT,L171,10,8,0.022973038750000008,0.025628906851265874
gold-SimpleKT,L172,10,8,0.07926934,0.08711229923921808
gold-SimpleKT,L185,10,8,0.08304116624999999,0.09460375268377115
gold-SimpleKT,L187,10,8,0.05857501625,0.0642195566008028
gold-SimpleKT,L193,10,8,0.05276418375,0.06246694811701074
gold-SimpleKT,L206,10,8,0.041089375000000004,0.0658558971443917
gold-SimpleKT,L208,10,8,0.08337789624999999,0.09350408351299949
gold-SimpleKT,L211,10,8,0.04704569374999999,0.058098500920921455
gold-SimpleKT,L212,10,8,0.05209969124999998,0.06622367182822515
gold-SimpleKT,L235,10,8,0.07053741374999997,0.0843803537250143
gold-SimpleKT,L236,10,8,0.1278567025,0.13585784388153543
gold-SimpleKT,L239,10,8,0.06241526000000002,0.07315585919895601
gold-SimpleKT,L002,20,8,0.08399589749999999,0.09161211608174624
gold-SimpleKT,L005,20,8,0.10050624375,0.11697636452952787
gold-SimpleKT,L013,20,8,0.11722289375,0.1293884582419267
gold-SimpleKT,L019,20,8,0.10763270124999999,0.11197660190724996
gold-SimpleKT,L022,20,8,0.05516647,0.06589218769109526
gold-SimpleKT,L025,20,8,0.19500273125000003,0.20320759679509895
gold-SimpleKT,L031,20,8,0.06530271125,0.09172151068123204
gold-SimpleKT,L035,20,8,0.0381480175,0.03924070197324966
gold-SimpleKT,L037,20,8,0.09667908750000001,0.11438954062656001
gold-SimpleKT,L039,20,8,0.06468924374999999,0.07780983885625077
gold-SimpleKT,L054,20,8,0.04286285124999999,0.05136990984148392
gold-SimpleKT,L057,20,8,0.06174457875000001,0.06973721485383584
gold-SimpleKT,L066,20,8,0.025916151249999998,0.031852372160845216
gold-SimpleKT,L069,20,8,0.11543573875000002,0.12780843059944838
gold-SimpleKT,L070,20,8,0.07323946375000001,0.08182695986492204
gold-SimpleKT,L076,20,8,0.07400836500000002,0.08526309032519819
gold-SimpleKT,L079,20,8,0.08640820000000002,0.09708793617780197
gold-SimpleKT,L082,20,8,0.08092241249999998,0.09576974038823824
gold-SimpleKT,L086,20,8,0.07705588999999999,0.08666595156860767
gold-SimpleKT,L089,20,8,0.022928607499999996,0.026985209557099512
gold-SimpleKT,L091,20,8,0.02995488874999999,0.036650269863644086
gold-SimpleKT,L094,20,8,0.07476068875000003,0.08154793429142054
gold-SimpleKT,L095,20,8,0.022892833749999994,0.027377037563750612
gold-SimpleKT,L096,20,8,0.18993103499999997,0.19359530843832082
gold-SimpleKT,L099,20,8,0.06487119,0.0828059906381907
gold-SimpleKT,L102,20,8,0.10436298375,0.11184086437761787
gold-SimpleKT,L111,20,8,0.08615288000000002,0.09839479878046044
gold-SimpleKT,L122,20,8,0.10405463,0.11714452699190721
gold-SimpleKT,L126,20,8,0.15059912875,0.16693654143068884
gold-SimpleKT,L128,20,8,0.10929342,0.1341726790193148
gold-SimpleKT,L134,20,8,0.10369218875,0.1280660842261804
gold-SimpleKT,L143,20,8,0.12248191125,0.13516606934321765
gold-SimpleKT,L152,20,8,0.039460842499999996,0.04257488044574876
gold-SimpleKT,L154,20,8,0.09745865374999998,0.1039570017147541
gold-SimpleKT,L164,20,8,0.026427865000000002,0.03334024556102167
gold-SimpleKT,L165,20,8,0.05832757875,0.06610500103051971
gold-SimpleKT,L171,20,8,0.07071947125000001,0.08764171636303607
gold-SimpleKT,L172,20,8,0.13015400500000002,0.1386811385759153
gold-SimpleKT,L185,20,8,0.1153975975,0.12245827580534736
gold-SimpleKT,L187,20,8,0.07848532,0.09608761311863588
gold-SimpleKT,L193,20,8,0.03555886625000001,0.04820141026141468
gold-SimpleKT,L206,20,8,0.05113188250000001,0.06489612514975375
gold-SimpleKT,L208,20,8,0.10154716625000001,0.11917424773045932
gold-SimpleKT,L211,20,8,0.03193601624999999,0.044328885291329376
gold-SimpleKT,L212,20,8,0.07479441874999998,0.07922578933672031
gold-SimpleKT,L235,20,8,0.08047494749999999,0.0829241710397882
gold-SimpleKT,L236,20,8,0.1556431825,0.16166265458412782
gold-SimpleKT,L239,20,8,0.07418537750000001,0.08187560586853329
gold-SimpleKT,L002,all,16,0.07733799687499998,0.08668862295360927
gold-SimpleKT,L005,all,16,0.0708159225,0.09105072244417284
gold-SimpleKT,L013,all,16,0.09358050437500003,0.10865927387134983
gold-SimpleKT,L019,all,16,0.083583400625,0.09442859388778244
gold-SimpleKT,L022,all,16,0.04299543000000001,0.053045460088345806
gold-SimpleKT,L025,all,16,0.138720420625,0.1575825065503173
gold-SimpleKT,L031,all,16,0.064233376875,0.08454015457254939
gold-SimpleKT,L035,all,16,0.04039778375,0.046917659334450364
gold-SimpleKT,L037,all,16,0.07578368437500001,0.09322076713637086
gold-SimpleKT,L039,all,16,0.061033163749999994,0.07369405266779208
gold-SimpleKT,L054,all,16,0.034281440625,0.042464516579907255
gold-SimpleKT,L057,all,16,0.06199864000000002,0.07295195973496489
gold-SimpleKT,L066,all,16,0.039767538750000005,0.050960974950309525
gold-SimpleKT,L069,all,16,0.09044721875,0.10379811795560741
gold-SimpleKT,L070,all,16,0.0614020525,0.06934173406592437
gold-SimpleKT,L076,all,16,0.067953064375,0.08105506282005837
gold-SimpleKT,L079,all,16,0.07280695937500001,0.08451030667391127
gold-SimpleKT,L082,all,16,0.06748895625,0.08312042671492646
gold-SimpleKT,L086,all,16,0.07316217562499999,0.08602887375003672
gold-SimpleKT,L089,all,16,0.024865922499999995,0.031911259398767065
gold-SimpleKT,L091,all,16,0.03347642875,0.03985167234543615
gold-SimpleKT,L094,all,16,0.05830461562500001,0.06979115455220315
gold-SimpleKT,L095,all,16,0.02500479625,0.029786078186918127
gold-SimpleKT,L096,all,16,0.13247179937499998,0.14849624060480393
gold-SimpleKT,L099,all,16,0.05886155875,0.07561605923936951
gold-SimpleKT,L102,all,16,0.08023478875000001,0.09179800252316932
gold-SimpleKT,L111,all,16,0.06985339562500001,0.08244526006442521
gold-SimpleKT,L122,all,16,0.07621343250000001,0.09170822422475008
gold-SimpleKT,L126,all,16,0.11922255374999999,0.1340351258113447
gold-SimpleKT,L128,all,16,0.08908646125000001,0.11541459115932153
